SmartMeter_ID,Load_Name,Bus1,Base_Bus,Phases,kV,kW,pf,xfkVA
SM_657,1001234-DC8,S8X_1001234.3,S8X_1001234,1,0.24,0.0001,0.9,10
SM_658,1001234-DC9,S9X_1001234.3,S9X_1001234,1,0.24,0.0001,0.9,10
SM_659,1001234-DC10,S10X_1001234.3,S10X_1001234,1,0.24,0.0001,0.9,10
SM_660,1001233-DC1,S1X_1001233.3,S1X_1001233,1,0.24,0.0001,0.9,25
SM_661,1001233-DC2,S2X_1001233.3,S2X_1001233,1,0.24,0.0001,0.9,25
SM_662,1001232-DC1,S1X_1001232.3,S1X_1001232,1,0.24,0.0001,0.9,16.66667
SM_663,1001232-DC2,S2X_1001232.3,S2X_1001232,1,0.24,0.0001,0.9,16.66667
SM_664,1001232-DC3,S3X_1001232.3,S3X_1001232,1,0.24,0.0001,0.9,16.66667
SM_665,1001232-DC4,S4X_1001232.3,S4X_1001232,1,0.24,0.0001,0.9,16.66667
SM_666,1001232-DC5,S5X_1001232.3,S5X_1001232,1,0.24,0.0001,0.9,16.66667
SM_667,1001232-DC6,S6X_1001232.3,S6X_1001232,1,0.24,0.0001,0.9,16.66667
SM_668,1001231-DC1,S1X_1001231.3,S1X_1001231,1,0.24,0.0001,0.9,12.5
SM_669,1001231-DC2,S2X_1001231.3,S2X_1001231,1,0.24,0.0001,0.9,12.5
SM_670,1001231-DC3,S3X_1001231.3,S3X_1001231,1,0.24,0.0001,0.9,12.5
SM_671,1001231-DC4,S4X_1001231.3,S4X_1001231,1,0.24,0.0001,0.9,12.5
SM_672,1001231-DC5,S5X_1001231.3,S5X_1001231,1,0.24,0.0001,0.9,12.5
SM_673,1001231-DC6,S6X_1001231.3,S6X_1001231,1,0.24,0.0001,0.9,12.5
SM_674,1001231-DC7,S7X_1001231.3,S7X_1001231,1,0.24,0.0001,0.9,12.5
SM_675,1001231-DC8,S8X_1001231.3,S8X_1001231,1,0.24,0.0001,0.9,12.5
SM_676,1001637-D1,S1X_1001637,S1X_1001637,3,0.208,0.0001,0.9,25
SM_677,1001637-D2,S2X_1001637,S2X_1001637,3,0.208,0.0001,0.9,25
SM_678,1001637-D3,S3X_1001637,S3X_1001637,3,0.208,0.0001,0.9,25
SM_679,1001637-D4,S4X_1001637,S4X_1001637,3,0.208,0.0001,0.9,25
SM_680,1001637-D5,S5X_1001637,S5X_1001637,3,0.208,0.0001,0.9,25
SM_681,1001637-D6,S6X_1001637,S6X_1001637,3,0.208,0.0001,0.9,25
SM_682,1003127-DB1,S1X_1003127.2,S1X_1003127,1,0.24,0.0001,0.9,10
SM_683,1003133-DB1,S1X_1003133.2,S1X_1003133,1,0.24,0.0001,0.9,25
SM_684,1003134-D1,S1X_1003134,S1X_1003134,3,0.208,0.0001,0.9,50
SM_685,1003134-D2,S2X_1003134,S2X_1003134,3,0.208,0.0001,0.9,50
SM_686,1003134-D3,S3X_1003134,S3X_1003134,3,0.208,0.0001,0.9,50
SM_687,1003125-DA1,S1X_1003125.1,S1X_1003125,1,0.24,0.0001,0.9,15
SM_688,1003130-D1,S1X_1003130,S1X_1003130,3,0.208,0.0001,0.9,2.97625
SM_689,1003130-D2,S2X_1003130,S2X_1003130,3,0.208,0.0001,0.9,2.97625
SM_690,1003130-D3,S3X_1003130,S3X_1003130,3,0.208,0.0001,0.9,2.97625
SM_691,1003130-D4,S4X_1003130,S4X_1003130,3,0.208,0.0001,0.9,2.97625
SM_692,1003130-D5,S5X_1003130,S5X_1003130,3,0.208,0.0001,0.9,2.97625
SM_693,1003130-D6,S6X_1003130,S6X_1003130,3,0.208,0.0001,0.9,2.97625
SM_694,1003130-D7,S7X_1003130,S7X_1003130,3,0.208,0.0001,0.9,2.97625
SM_695,1003130-D8,S8X_1003130,S8X_1003130,3,0.208,0.0001,0.9,2.97625
SM_696,1003130-D9,S9X_1003130,S9X_1003130,3,0.208,0.0001,0.9,2.97625
SM_697,1003130-D10,S10X_1003130,S10X_1003130,3,0.208,0.0001,0.9,2.97625
SM_698,1003130-D11,S11X_1003130,S11X_1003130,3,0.208,0.0001,0.9,2.97625
SM_699,1003130-D12,S12X_1003130,S12X_1003130,3,0.208,0.0001,0.9,2.97625
SM_700,1003130-D13,S13X_1003130,S13X_1003130,3,0.208,0.0001,0.9,2.97625
SM_701,1003130-D14,S14X_1003130,S14X_1003130,3,0.208,0.0001,0.9,2.97625
SM_702,1003130-D15,S15X_1003130,S15X_1003130,3,0.208,0.0001,0.9,2.97625
SM_703,1003130-D16,S16X_1003130,S16X_1003130,3,0.208,0.0001,0.9,2.97625
SM_704,1003130-D17,S17X_1003130,S17X_1003130,3,0.208,0.0001,0.9,2.97625
SM_705,1003130-D18,S18X_1003130,S18X_1003130,3,0.208,0.0001,0.9,2.97625
SM_706,1003130-D19,S19X_1003130,S19X_1003130,3,0.208,0.0001,0.9,2.97625
SM_707,1003130-D20,S20X_1003130,S20X_1003130,3,0.208,0.0001,0.9,2.97625
SM_708,1003130-D21,S21X_1003130,S21X_1003130,3,0.208,0.0001,0.9,2.97625
SM_709,1003130-D22,S22X_1003130,S22X_1003130,3,0.208,0.0001,0.9,2.97625
SM_710,1003130-D23,S23X_1003130,S23X_1003130,3,0.208,0.0001,0.9,2.97625
SM_711,1003130-D24,S24X_1003130,S24X_1003130,3,0.208,0.0001,0.9,2.97625
SM_712,1003130-D25,S25X_1003130,S25X_1003130,3,0.208,0.0001,0.9,2.97625
SM_713,1003130-D26,S26X_1003130,S26X_1003130,3,0.208,0.0001,0.9,2.97625
SM_714,1003130-D27,S27X_1003130,S27X_1003130,3,0.208,0.0001,0.9,2.97625
SM_715,1003130-D28,S28X_1003130,S28X_1003130,3,0.208,0.0001,0.9,2.97625
SM_716,1003130-D29,S29X_1003130,S29X_1003130,3,0.208,0.0001,0.9,2.97625
SM_717,1003130-D30,S30X_1003130,S30X_1003130,3,0.208,0.0001,0.9,2.97625
SM_718,1003130-D31,S31X_1003130,S31X_1003130,3,0.208,0.0001,0.9,2.97625
SM_719,1003130-D32,S32X_1003130,S32X_1003130,3,0.208,0.0001,0.9,2.97625
SM_720,1003130-D33,S33X_1003130,S33X_1003130,3,0.208,0.0001,0.9,2.97625
SM_721,1003130-D34,S34X_1003130,S34X_1003130,3,0.208,0.0001,0.9,2.97625
SM_722,1003130-D35,S35X_1003130,S35X_1003130,3,0.208,0.0001,0.9,2.97625
SM_723,1003130-D36,S36X_1003130,S36X_1003130,3,0.208,0.0001,0.9,2.97625
SM_724,1003130-D37,S37X_1003130,S37X_1003130,3,0.208,0.0001,0.9,2.97625
SM_725,1003130-D38,S38X_1003130,S38X_1003130,3,0.208,0.0001,0.9,2.97625
SM_726,1003130-D39,S39X_1003130,S39X_1003130,3,0.208,0.0001,0.9,2.97625
SM_727,1003130-D40,S40X_1003130,S40X_1003130,3,0.208,0.0001,0.9,2.97625
SM_728,1003130-D41,S41X_1003130,S41X_1003130,3,0.208,0.0001,0.9,2.97625
SM_729,1003130-D42,S42X_1003130,S42X_1003130,3,0.208,0.0001,0.9,2.97625
SM_730,1003130-D43,S43X_1003130,S43X_1003130,3,0.208,0.0001,0.9,2.97625
SM_731,1003130-D44,S44X_1003130,S44X_1003130,3,0.208,0.0001,0.9,2.97625
SM_732,1003130-D45,S45X_1003130,S45X_1003130,3,0.208,0.0001,0.9,2.97625
SM_733,1003130-D46,S46X_1003130,S46X_1003130,3,0.208,0.0001,0.9,2.97625
SM_734,1003130-D47,S47X_1003130,S47X_1003130,3,0.208,0.0001,0.9,2.97625
SM_735,1003130-D48,S48X_1003130,S48X_1003130,3,0.208,0.0001,0.9,2.97625
SM_736,1003130-D49,S49X_1003130,S49X_1003130,3,0.208,0.0001,0.9,2.97625
SM_737,1003130-D50,S50X_1003130,S50X_1003130,3,0.208,0.0001,0.9,2.97625
SM_738,1003130-D51,S51X_1003130,S51X_1003130,3,0.208,0.0001,0.9,2.97625
SM_739,1003130-D52,S52X_1003130,S52X_1003130,3,0.208,0.0001,0.9,2.97625
SM_740,1003130-D53,S53X_1003130,S53X_1003130,3,0.208,0.0001,0.9,2.97625
SM_741,1003130-D54,S54X_1003130,S54X_1003130,3,0.208,0.0001,0.9,2.97625
SM_742,1003130-D55,S55X_1003130,S55X_1003130,3,0.208,0.0001,0.9,2.97625
SM_743,1003130-D56,S56X_1003130,S56X_1003130,3,0.208,0.0001,0.9,2.97625
SM_744,1003130-D57,S57X_1003130,S57X_1003130,3,0.208,0.0001,0.9,2.97625
SM_745,1003130-D58,S58X_1003130,S58X_1003130,3,0.208,0.0001,0.9,2.97625
SM_746,1003130-D59,S59X_1003130,S59X_1003130,3,0.208,0.0001,0.9,2.97625
SM_747,1003130-D60,S60X_1003130,S60X_1003130,3,0.208,0.0001,0.9,2.97625
SM_748,1003130-D61,S61X_1003130,S61X_1003130,3,0.208,0.0001,0.9,2.97625
SM_749,1003130-D62,S62X_1003130,S62X_1003130,3,0.208,0.0001,0.9,2.97625
SM_750,1003130-D63,S63X_1003130,S63X_1003130,3,0.208,0.0001,0.9,2.97625
SM_751,1003130-D64,S64X_1003130,S64X_1003130,3,0.208,0.0001,0.9,2.97625
SM_752,1003130-D65,S65X_1003130,S65X_1003130,3,0.208,0.0001,0.9,2.97625
SM_753,1003130-D66,S66X_1003130,S66X_1003130,3,0.208,0.0001,0.9,2.97625
SM_754,1003130-D67,S67X_1003130,S67X_1003130,3,0.208,0.0001,0.9,2.97625
SM_755,1003130-D68,S68X_1003130,S68X_1003130,3,0.208,0.0001,0.9,2.97625
SM_756,1003130-D69,S69X_1003130,S69X_1003130,3,0.208,0.0001,0.9,2.97625
SM_757,1003130-D70,S70X_1003130,S70X_1003130,3,0.208,0.0001,0.9,2.97625
SM_758,1003130-D71,S71X_1003130,S71X_1003130,3,0.208,0.0001,0.9,2.97625
SM_759,1003130-D72,S72X_1003130,S72X_1003130,3,0.208,0.0001,0.9,2.97625
SM_760,1003130-D73,S73X_1003130,S73X_1003130,3,0.208,0.0001,0.9,2.97625
SM_761,1003130-D74,S74X_1003130,S74X_1003130,3,0.208,0.0001,0.9,2.97625
SM_762,1003130-D75,S75X_1003130,S75X_1003130,3,0.208,0.0001,0.9,2.97625
SM_763,1003130-D76,S76X_1003130,S76X_1003130,3,0.208,0.0001,0.9,2.97625
SM_764,1003130-D77,S77X_1003130,S77X_1003130,3,0.208,0.0001,0.9,2.97625
SM_765,1003130-D78,S78X_1003130,S78X_1003130,3,0.208,0.0001,0.9,2.97625
SM_766,1003130-D79,S79X_1003130,S79X_1003130,3,0.208,0.0001,0.9,2.97625
SM_767,1003130-D80,S80X_1003130,S80X_1003130,3,0.208,0.0001,0.9,2.97625
SM_768,1003130-D81,S81X_1003130,S81X_1003130,3,0.208,0.0001,0.9,2.97625
SM_769,1003130-D82,S82X_1003130,S82X_1003130,3,0.208,0.0001,0.9,2.97625
SM_770,1003130-D83,S83X_1003130,S83X_1003130,3,0.208,0.0001,0.9,2.97625
SM_771,1003130-D84,S84X_1003130,S84X_1003130,3,0.208,0.0001,0.9,2.97625
SM_772,1003130-D85,S85X_1003130,S85X_1003130,3,0.208,0.0001,0.9,2.97625
SM_773,1003130-D86,S86X_1003130,S86X_1003130,3,0.208,0.0001,0.9,2.97625
SM_774,1003130-D87,S87X_1003130,S87X_1003130,3,0.208,0.0001,0.9,2.97625
SM_775,1003130-D88,S88X_1003130,S88X_1003130,3,0.208,0.0001,0.9,2.97625
SM_776,1003130-D89,S89X_1003130,S89X_1003130,3,0.208,0.0001,0.9,2.97625
SM_777,1003130-D90,S90X_1003130,S90X_1003130,3,0.208,0.0001,0.9,2.97625
SM_778,1003130-D91,S91X_1003130,S91X_1003130,3,0.208,0.0001,0.9,2.97625
SM_779,1003130-D92,S92X_1003130,S92X_1003130,3,0.208,0.0001,0.9,2.97625
SM_780,1003130-D93,S93X_1003130,S93X_1003130,3,0.208,0.0001,0.9,2.97625
SM_781,1003130-D94,S94X_1003130,S94X_1003130,3,0.208,0.0001,0.9,2.97625
SM_782,1003130-D95,S95X_1003130,S95X_1003130,3,0.208,0.0001,0.9,2.97625
SM_783,1003130-D96,S96X_1003130,S96X_1003130,3,0.208,0.0001,0.9,2.97625
SM_784,1003130-D97,S97X_1003130,S97X_1003130,3,0.208,0.0001,0.9,2.97625
SM_785,1003130-D98,S98X_1003130,S98X_1003130,3,0.208,0.0001,0.9,2.97625
SM_786,1003130-D99,S99X_1003130,S99X_1003130,3,0.208,0.0001,0.9,2.97625
SM_787,1003130-D100,S100X_1003130,S100X_1003130,3,0.208,0.0001,0.9,2.97625
SM_788,1003130-D101,S101X_1003130,S101X_1003130,3,0.208,0.0001,0.9,2.97625
SM_789,1003130-D102,S102X_1003130,S102X_1003130,3,0.208,0.0001,0.9,2.97625
SM_790,1003130-D103,S103X_1003130,S103X_1003130,3,0.208,0.0001,0.9,2.97625
SM_791,1003130-D104,S104X_1003130,S104X_1003130,3,0.208,0.0001,0.9,2.97625
SM_792,1003130-D105,S105X_1003130,S105X_1003130,3,0.208,0.0001,0.9,2.97625
SM_793,1003130-D106,S106X_1003130,S106X_1003130,3,0.208,0.0001,0.9,2.97625
SM_794,1003130-D107,S107X_1003130,S107X_1003130,3,0.208,0.0001,0.9,2.97625
SM_795,1003130-D108,S108X_1003130,S108X_1003130,3,0.208,0.0001,0.9,2.97625
SM_796,1003130-D109,S109X_1003130,S109X_1003130,3,0.208,0.0001,0.9,2.97625
SM_797,1003130-D110,S110X_1003130,S110X_1003130,3,0.208,0.0001,0.9,2.97625
SM_798,1003130-D111,S111X_1003130,S111X_1003130,3,0.208,0.0001,0.9,2.97625
SM_799,1003130-D112,S112X_1003130,S112X_1003130,3,0.208,0.0001,0.9,2.97625
SM_800,1003130-D113,S113X_1003130,S113X_1003130,3,0.208,0.0001,0.9,2.97625
SM_801,1003130-D114,S114X_1003130,S114X_1003130,3,0.208,0.0001,0.9,2.97625
SM_802,1003130-D115,S115X_1003130,S115X_1003130,3,0.208,0.0001,0.9,2.97625
SM_803,1003130-D116,S116X_1003130,S116X_1003130,3,0.208,0.0001,0.9,2.97625
SM_804,1003130-D117,S117X_1003130,S117X_1003130,3,0.208,0.0001,0.9,2.97625
SM_805,1003130-D118,S118X_1003130,S118X_1003130,3,0.208,0.0001,0.9,2.97625
SM_806,1003130-D119,S119X_1003130,S119X_1003130,3,0.208,0.0001,0.9,2.97625
SM_807,1003130-D120,S120X_1003130,S120X_1003130,3,0.208,0.0001,0.9,2.97625
SM_808,1003130-D121,S121X_1003130,S121X_1003130,3,0.208,0.0001,0.9,2.97625
SM_809,1003130-D122,S122X_1003130,S122X_1003130,3,0.208,0.0001,0.9,2.97625
SM_810,1003130-D123,S123X_1003130,S123X_1003130,3,0.208,0.0001,0.9,2.97625
SM_811,1003130-D124,S124X_1003130,S124X_1003130,3,0.208,0.0001,0.9,2.97625
SM_812,1003130-D125,S125X_1003130,S125X_1003130,3,0.208,0.0001,0.9,2.97625
SM_813,1003130-D126,S126X_1003130,S126X_1003130,3,0.208,0.0001,0.9,2.97625
SM_814,1003130-D127,S127X_1003130,S127X_1003130,3,0.208,0.0001,0.9,2.97625
SM_815,1003130-D128,S128X_1003130,S128X_1003130,3,0.208,0.0001,0.9,2.97625
SM_816,1003130-D129,S129X_1003130,S129X_1003130,3,0.208,0.0001,0.9,2.97625
SM_817,1003130-D130,S130X_1003130,S130X_1003130,3,0.208,0.0001,0.9,2.97625
SM_818,1003130-D131,S131X_1003130,S131X_1003130,3,0.208,0.0001,0.9,2.97625
SM_819,1003130-D132,S132X_1003130,S132X_1003130,3,0.208,0.0001,0.9,2.97625
SM_820,1003130-D133,S133X_1003130,S133X_1003130,3,0.208,0.0001,0.9,2.97625
SM_821,1003130-D134,S134X_1003130,S134X_1003130,3,0.208,0.0001,0.9,2.97625
SM_822,1003130-D135,S135X_1003130,S135X_1003130,3,0.208,0.0001,0.9,2.97625
SM_823,1003130-D136,S136X_1003130,S136X_1003130,3,0.208,0.0001,0.9,2.97625
SM_824,1003130-D137,S137X_1003130,S137X_1003130,3,0.208,0.0001,0.9,2.97625
SM_825,1003130-D138,S138X_1003130,S138X_1003130,3,0.208,0.0001,0.9,2.97625
SM_826,1003130-D139,S139X_1003130,S139X_1003130,3,0.208,0.0001,0.9,2.97625
SM_827,1003130-D140,S140X_1003130,S140X_1003130,3,0.208,0.0001,0.9,2.97625
SM_828,1003130-D141,S141X_1003130,S141X_1003130,3,0.208,0.0001,0.9,2.97625
SM_829,1003130-D142,S142X_1003130,S142X_1003130,3,0.208,0.0001,0.9,2.97625
SM_830,1003130-D143,S143X_1003130,S143X_1003130,3,0.208,0.0001,0.9,2.97625
SM_831,1003130-D144,S144X_1003130,S144X_1003130,3,0.208,0.0001,0.9,2.97625
SM_832,1003130-D145,S145X_1003130,S145X_1003130,3,0.208,0.0001,0.9,2.97625
SM_833,1003130-D146,S146X_1003130,S146X_1003130,3,0.208,0.0001,0.9,2.97625
SM_834,1003130-D147,S147X_1003130,S147X_1003130,3,0.208,0.0001,0.9,2.97625
SM_835,1003130-D148,S148X_1003130,S148X_1003130,3,0.208,0.0001,0.9,2.97625
SM_836,1003130-D149,S149X_1003130,S149X_1003130,3,0.208,0.0001,0.9,2.97625
SM_837,1003130-D150,S150X_1003130,S150X_1003130,3,0.208,0.0001,0.9,2.97625
SM_838,1003130-D151,S151X_1003130,S151X_1003130,3,0.208,0.0001,0.9,2.97625
SM_839,1003130-D152,S152X_1003130,S152X_1003130,3,0.208,0.0001,0.9,2.97625
SM_840,1003130-D153,S153X_1003130,S153X_1003130,3,0.208,0.0001,0.9,2.97625
SM_841,1003130-D154,S154X_1003130,S154X_1003130,3,0.208,0.0001,0.9,2.97625
SM_842,1003130-D155,S155X_1003130,S155X_1003130,3,0.208,0.0001,0.9,2.97625
SM_843,1003130-D156,S156X_1003130,S156X_1003130,3,0.208,0.0001,0.9,2.97625
SM_844,1003130-D157,S157X_1003130,S157X_1003130,3,0.208,0.0001,0.9,2.97625
SM_845,1003130-D158,S158X_1003130,S158X_1003130,3,0.208,0.0001,0.9,2.97625
SM_846,1003130-D159,S159X_1003130,S159X_1003130,3,0.208,0.0001,0.9,2.97625
SM_847,1003130-D160,S160X_1003130,S160X_1003130,3,0.208,0.0001,0.9,2.97625
SM_848,1003130-D161,S161X_1003130,S161X_1003130,3,0.208,0.0001,0.9,2.97625
SM_849,1003130-D162,S162X_1003130,S162X_1003130,3,0.208,0.0001,0.9,2.97625
SM_850,1003130-D163,S163X_1003130,S163X_1003130,3,0.208,0.0001,0.9,2.97625
SM_851,1003130-D164,S164X_1003130,S164X_1003130,3,0.208,0.0001,0.9,2.97625
SM_852,1003130-D165,S165X_1003130,S165X_1003130,3,0.208,0.0001,0.9,2.97625
SM_853,1003130-D166,S166X_1003130,S166X_1003130,3,0.208,0.0001,0.9,2.97625
SM_854,1003130-D167,S167X_1003130,S167X_1003130,3,0.208,0.0001,0.9,2.97625
SM_855,1003130-D168,S168X_1003130,S168X_1003130,3,0.208,0.0001,0.9,2.97625
SM_856,1003140-D1,S1X_1003140,S1X_1003140,3,0.208,0.0001,0.9,166.67
SM_857,1003140-D2,S2X_1003140,S2X_1003140,3,0.208,0.0001,0.9,166.67
SM_858,1003140-D3,S3X_1003140,S3X_1003140,3,0.208,0.0001,0.9,166.67
SM_859,1007732-DA1,S1X_1007732.1,S1X_1007732,1,0.24,0.0001,0.9,25
SM_860,1007732-DB1,S1X_1007732.2,S1X_1007732,1,0.24,0.0001,0.9,25
SM_861,1007732-DC1,S1X_1007732.3,S1X_1007732,1,0.24,0.0001,0.9,25
SM_862,1007805-DA1,S1X_1007805.1,S1X_1007805,1,0.24,0.0001,0.9,12.5
SM_863,1007805-DA2,S2X_1007805.1,S2X_1007805,1,0.24,0.0001,0.9,12.5
SM_864,1007805-DB1,S1X_1007805.2,S1X_1007805,1,0.24,0.0001,0.9,12.5
SM_865,1007805-DB2,S2X_1007805.2,S2X_1007805,1,0.24,0.0001,0.9,12.5
SM_866,1007805-DC1,S1X_1007805.3,S1X_1007805,1,0.24,0.0001,0.9,12.5
SM_867,1007805-DC2,S2X_1007805.3,S2X_1007805,1,0.24,0.0001,0.9,12.5
